Values,CASCI,HF,DFT,ibmq_montreal,VQE_UCCSD,VQE_RyRz,q-ADAPT_VQE,NumPy
eq_dist,1.8684534740376442,1.8680285001030097,1.8252083163915034,1.7679973407692993,1.8698444535457306,1.857776981329116,1.8702211278539158,1.8698442307476701
eq_dist_err,0.012272574862784064,0.012675436805473976,0.017218318355313518,0.33451488502015186,0.013027702597802001,0.013317650032382245,0.013250880755506834,0.013028726474040414
bnd_eng,-0.09686674085764935,-0.10000223325653224,-0.10000000000621867,-0.10000000000343334,-0.10000000000235332,-0.10000124200035998,-0.10000000001832632,-0.10000000010199983
bnd_eng_err,0.388648514533615,0.014578275719350997,0.019889437255136484,0.388648514533615,0.01498100075866313,0.01603432879459088,0.015236885256918273,0.014981858439932548
